document_id,canonical_id,title,source,document_type,source_tier,primary_section,secondary_sections,confidence,evidence_level,reason_for_review,url,local_path
10.9711/ktaj.2014.16.1.013,CAN_C9685504D3E44B51455C,Prediction of TBM tunnel segment lining forces using ANN technique,crossref,journal_article,TIER_B,2.2,1.4;5.9;2.4;5.4.1,0.5998,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_Prediction_of_TBM_tunnel_segment_lining_forces_using_ANN_technique_2.pdf
10.9711/ktaj.2014.16.3.321,CAN_5691FBAA70F2EEB9D1D9,Development and implementation of a knowledge based TBM tunnel segment lining design program,crossref,journal_article,TIER_B,2.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_Development_and_implementation_of_a_knowledge_based_TBM_tunnel_segment_lining_design_progr_2.pdf
10.9711/ktaj.2014.16.2.161,CAN_8FE860779333E9A098AB,Manufacturing of an earth pressure balanced shield TBM cutterhead for a subsea discharge tunnel and its field performance analysis,crossref,journal_article,TIER_B,2.2,2.4;1.4;2.4.3;5.9.2,0.6078,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_Manufacturing_of_an_earth_pressure_balanced_shield_TBM_cutterhead_for_a_subsea_discharge_t.pdf
10.3844/ajassp.2012.1606.1617,CAN_247B25FAA5CEDFBCE23B,The Wear of Tunnel Boring Machine Excavation Tools in Rock,crossref,journal_article,TIER_B,2.4.1,1.4;2.4;2.2.1;5.9.2,0.3778,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2012_The_Wear_of_Tunnel_Boring_Machine_Excavation_Tools_in_Rock_2.pdf
10.7474/tus.2012.22.2.144,CAN_F38D3AA1A3EE2B13D7F3,A Study on Punch Penetration Test for Performance Estimation of Tunnel Boring Machine,openalex,journal_article,TIER_B,1.4,5.9;5.9.2;2.2;5.9.1,0.3737,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2012_A_Study_on_Punch_Penetration_Test_for_Performance_Estimation_of_Tunnel_Boring_Machine.pdf
2011_Analysis_of_shotcrete_lining_of_underground_tunnels_2,CAN_E2CA8E430FD5933AF2C0,Analysis of shotcrete lining of underground tunnels,openalex,journal_article,TIER_B,2.4,1.4;2.4.1;2.2;5.4.1,0.3742,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2011_Analysis_of_shotcrete_lining_of_underground_tunnels_2.pdf
10.3151/jact.6.91,CAN_C1BECF1CBAE777572CCE,Multiscale Model for Creep of Shotcrete - From Logarithmic-Type Viscous Behavior of CSH at the μm-Scale to Macroscopic Tunnel Analysis,openalex,journal_article,TIER_B,5.4.1,2.4.1;1.4;2.4.1.1;2.4,0.3676,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2008_Multiscale_Model_for_Creep_of_Shotcrete_-_From_Logarithmic-Type_Viscous_Behavior_of_CSH_at.pdf
2005_Viscoplastic_material_models_for_soil_new_insight_into_the_soil-support_interaction_in_NAT_2,CAN_190559CB28631615943F,Viscoplastic material models for soil: new insight into the soil-support interaction in NATM tunnel excavations,openalex,journal_article,TIER_B,2.2,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2005_Viscoplastic_material_models_for_soil_new_insight_into_the_soil-support_interaction_in_NAT_2.pdf
10.1038/s41598-026-56103-6,CAN_CE76C444EB7BCA9146FE,Optimization of excavation method for large-section metro station tunnel: a case study,crossref,journal_article,TIER_B,2.2,,0.95,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Optimization_of_excavation_method_for_large-section_metro_station_tunnel_a_case_study_2.pdf
10.3390/s25226964,CAN_B23C4C78FC7FAD0F6167,Utility Tunnel Settlement Monitoring Using Distributed Fiber Optic and Ground Penetrating Radar Technologies,europe_pmc,journal_article,TIER_B,1.4,5.9.2;2.4.1.1;1.4.1;2.4.1,0.3797,TITLE_METADATA_ONLY,classification_status_not_allowed,https://europepmc.org/articles/PMC12656310,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Utility_Tunnel_Settlement_Monitoring_Using_Distributed_Fiber_Optic_and_Ground_Penetrating_2.pdf
10.3151/coj.57.8_558,CAN_7E906A427E7E2EB6F483,Application of Surface Quality Evaluation Method Based on Visual Inspection of Secondary Lining Concrete of NATM Tunnel and Approach to Surface Quality Improvement,crossref,journal_article,TIER_B,1.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Application_of_Surface_Quality_Evaluation_Method_Based_on_Visual_Inspection_of_Secondary_L_2.pdf
10.3901/jme.2014.21.045,CAN_EB2FF11F7BA3A4F65881,Cutters’ Layout Optimization Method of the Full-face Rock Tunnel Boring Machine Based on Grey Relational Analysis,crossref,journal_article,TIER_B,5.7.1,5.7;2.4;1.4;2.4.1,0.611,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_Cutters’_Layout_Optimization_Method_of_the_Full-face_Rock_Tunnel_Boring_Machine_Based_on_G_2.pdf
10.3389/fmats.2026.1772021,CAN_2A27EA2553E7635600CC,Study on the support strategy of excavation compensation structures based on dual-gradient grouting in cross-fault zone tunnels,openalex,journal_article,TIER_B,2.4,1.4;5.9.2;5.9;2.4.1,0.3821,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Study_on_the_support_strategy_of_excavation_compensation_structures_based_on_dual-gradient_2.pdf
10.1038/s41598-025-86257-8,CAN_0211A6E37F36D955A5A1,Study on the mechanics and self-sensing properties of ultrahigh-performance shotcrete containing waste glass aggregates.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.4.1;1.4.1;5.7,0.3636,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2025_Study_on_the_mechanics_and_self-sensing_properties_of_ultrahigh-performance_shotcrete_cont_2.pdf
10.3390/ma17071486,CAN_B18BD199CE7DF69F31FB,Utilizing Crushed Limestone as a Sustainable Alternative in Shotcrete Applications.,europe_pmc,journal_article,TIER_B,2.2.1,1.4;2.4;1.5;2.4.1,0.5909,TITLE_METADATA_ONLY,classification_status_not_allowed,https://europepmc.org/articles/PMC11012377,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Utilizing_Crushed_Limestone_as_a_Sustainable_Alternative_in_Shotcrete_Applications.pdf
10.1038/s41598-024-53868-6,CAN_6FC632396B8F2864631C,Vibration prediction and analysis of the main beam of the TBM based on a multiple linear regression model.,europe_pmc,journal_article,TIER_B,1.4,5.9.2;2.4;5.9;2.4.3,0.3597,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Vibration_prediction_and_analysis_of_the_main_beam_of_the_TBM_based_on_a_multiple_linear_r_2.pdf
10.1016/j.heliyon.2024.e30663,CAN_9CF10CC94B5FB2F0B960,Study on Mudcake disintegration in clayey strata during shield tunneling: Effects of dispersants and bentonite slurry.,europe_pmc,journal_article,TIER_B,5.4.1,5.9;1.4;5.9.1;2.4,0.3766,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Study_on_Mudcake_disintegration_in_clayey_strata_during_shield_tunneling_Effects_of_disper.pdf
10.1038/s41598-023-51132-x,CAN_BC7A5FFDF350FDB547A3,Accurate estimation of concrete consumption in tunnel lining using terrestrial laser scanning,openalex,journal_article,TIER_B,1.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Accurate_estimation_of_concrete_consumption_in_tunnel_lining_using_terrestrial_laser_scann.pdf
10.1038/s41598-024-57621-x,CAN_DBD1B0F21C87FE745F82,Numerical analysis of underground tunnel deformation: a case study of Midroc Lega-Dembi gold mine.,europe_pmc,journal_article,TIER_B,1.4,2.4;2.4.1;5.9.2;5.4.1,0.3777,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Numerical_analysis_of_underground_tunnel_deformation_a_case_study_of_Midroc_Lega-Dembi_gol_2.pdf
10.3389/feart.2023.1135948,CAN_AD18B0CA6BB94B9CAACB,Intelligent tunnelling robot system for deep-buried long tunnels,openalex,journal_article,TIER_B,1.4.1,1.4;2.4;2.2;5.9.2,0.3739,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Intelligent_tunnelling_robot_system_for_deep-buried_long_tunnels.pdf
10.54756/ijsar.2023.v3.10.1,CAN_5D7E7CD50FBBBCF0986F,Exploring Lateral Movement Coefficient's Influence on Ground Movement Patterns in Shallow Urban Tunnels,openalex,journal_article,TIER_B,1.4,2.4;1.4.1;5.9.2;5.9,0.3775,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Exploring_Lateral_Movement_Coefficient's_Influence_on_Ground_Movement_Patterns_in_Shallow.pdf
10.22115/scce.2023.352867.1492,CAN_E3AEBE7F3B0B5CA9CBC2,An Artificial Intelligence Approach for Tunnel Construction Performance,doaj,journal_article,TIER_B,1.4,2.4;5.9.2;1.4.1;5.9,0.3776,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_An_Artificial_Intelligence_Approach_for_Tunnel_Construction_Performance.pdf
10.1038/s41598-023-31000-4,CAN_77F90304F804E840168D,Study on stress variation of advance fiberglass anchor bolts during tunnel excavation process,openalex,journal_article,TIER_B,2.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Study_on_stress_variation_of_advance_fiberglass_anchor_bolts_during_tunnel_excavation_proc.pdf
10.3390/s23063189,CAN_C2453F56F2BE52ECC59F,Towards Automated Inspections of Tunnels: A Review of Optical Inspections and Autonomous Assessment of Concrete Tunnel Linings.,europe_pmc,journal_article,TIER_B,2.4.1.3,5.9.2;5.4.1;1.4;5.9,0.6101,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Towards_Automated_Inspections_of_Tunnels_A_Review_of_Optical_Inspections_and_Autonomous_As.pdf
10.3389/feart.2023.1178127,CAN_84598D819969359A503B,Study on rock-breaking efficiency evaluation of TBM disc cutters based on Rostami prediction equations,openalex,journal_article,TIER_B,1.4,5.7;2.4;5.9;2.2.1,0.3686,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Study_on_rock-breaking_efficiency_evaluation_of_TBM_disc_cutters_based_on_Rostami_predicti.pdf
10.1038/s41598-023-43936-8,CAN_A42B2A42C32685DEC4D3,Study on the effect of excavation sequence of three-hole shield tunnel on surface settlement and segment deformation,openalex,journal_article,TIER_B,1.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Study_on_the_effect_of_excavation_sequence_of_three-hole_shield_tunnel_on_surface_settleme.pdf
10.1139/cgj-2022-0699,CAN_94E53A783728F8A3E4E3,Characteristics and mechanism of large deformation of squeezing tunnel in phyllite stratum,openalex,journal_article,TIER_B,5.4.1,1.4;2.4;2.2;5.9,0.3734,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Characteristics_and_mechanism_of_large_deformation_of_squeezing_tunnel_in_phyllite_stratum.pdf
10.3390/ma15248943,CAN_D2D527121BBCFB9B99FC,Investigation of Volumetric Block Proportion (VBP) Effect on Excavation-Induced Ground Response of Talus-like Rock Mass Based on DEM Simulations.,europe_pmc,journal_article,TIER_B,2.4,1.4;2.4.1;2.4.1.1;2.2,0.3692,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Investigation_of_Volumetric_Block_Proportion_(VBP)_Effect_on_Excavation-Induced_Ground_Res.pdf
10.1016/j.dib.2022.107993,CAN_E0CDF47A5BF69ACC2BCE,Data on point cloud scanning and ground radar of composite lining in jointly constructed tunnel.,europe_pmc,journal_article,TIER_B,1.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Data_on_point_cloud_scanning_and_ground_radar_of_composite_lining_in_jointly_constructed_t.pdf
2021_Real-time_Forecast_Models_for_TBM_Load_Parameters_Based_on_Machine_Learning_Methods,CAN_09CCA4029C87A2EAFC6F,Real-time Forecast Models for TBM Load Parameters Based on Machine Learning Methods,arxiv,journal_article,TIER_B,5.9.2,2.4.3;1.4;5.9.1;5.7.1,0.3579,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Real-time_Forecast_Models_for_TBM_Load_Parameters_Based_on_Machine_Learning_Methods.pdf
10.1016/j.undsp.2021.04.003,CAN_9F7582061AD7BD7DE17A,Comprehensive evaluation of machine learning algorithms applied to TBM performance prediction,openalex,journal_article,TIER_B,1.4,5.9.2;5.9;5.9.1;5.7.1,0.3581,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Comprehensive_evaluation_of_machine_learning_algorithms_applied_to_TBM_performance_predict.pdf
2020_Defect_segmentation_Mapping_tunnel_lining_internal_defects_with_ground_penetrating_radar_d_2,CAN_E7BC3B0148E5C4ACE851,Defect segmentation: Mapping tunnel lining internal defects with ground penetrating radar data using a convolutional neural network,arxiv,journal_article,TIER_B,5.4.1,,0.92,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Defect_segmentation_Mapping_tunnel_lining_internal_defects_with_ground_penetrating_radar_d_2.pdf
10.3390/ma13245599,CAN_F20239B7FE95432DA780,Comparison of Long-Term Strength Development of Steel Fiber Shotcrete with Cast Concrete Based on Accelerator Type.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.9.2;1.4.1;5.7,0.3646,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Comparison_of_Long-Term_Strength_Development_of_Steel_Fiber_Shotcrete_with_Cast_Concrete_B_2.pdf
10.25103/jestr.124.04,CAN_F336E2ACCAADFC5306F2,Thickness Identification of Tunnel Lining Structure by Time–Energy Density Analysis based on Wavelet Transform,openalex,journal_article,TIER_B,5.7,5.4.1;2.4;1.4;1.3,0.6083,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Thickness_Identification_of_Tunnel_Lining_Structure_by_Time–Energy_Density_Analysis_based.pdf
10.3390/s19183972,CAN_35951DC2038AA869DF19,Automatic Tunnel Steel Arches Extraction Algorithm Based on 3D LiDAR Point Cloud.,europe_pmc,journal_article,TIER_B,1.4,2.4;1.4.1;5.4.1;5.7.2,0.3757,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Automatic_Tunnel_Steel_Arches_Extraction_Algorithm_Based_on_3D_LiDAR_Point_Cloud_2.pdf
10.1109/ICIAI.2019.8850794,CAN_329C531CE0A9FA77E903,Geology prediction based on operation data of TBM: comparison between deep neural network and statistical learning methods,arxiv,journal_article,TIER_B,2.4.1,,0.95,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_Geology_prediction_based_on_operation_data_of_TBM_comparison_between_deep_neural_network_a_2.pdf
10.14311/ap.2018.58.0047,CAN_D7EA924B88A9BDDAA032,COMPARISON OF ACTUAL GROUND SETTLEMENTS IN TUNNELLING EXCAVATION TO MODEL PREDICTIONS,openalex,journal_article,TIER_B,1.4,2.4;2.2;6.2;2.4.1.1,0.3749,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_COMPARISON_OF_ACTUAL_GROUND_SETTLEMENTS_IN_TUNNELLING_EXCAVATION_TO_MODEL_PREDICTIONS.pdf
10.14257/ijhit.2017.10.4.02,CAN_E4B25008C48EBF538A47,Study on the Influence of a New Liquid Accelerator on Shotcrete Performance,openalex,journal_article,TIER_B,1.4,5.9.2;5.7.2;5.9;5.7,0.359,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_Study_on_the_Influence_of_a_New_Liquid_Accelerator_on_Shotcrete_Performance_2.pdf
10.5194/isprs-annals-III-5-167-2016,CAN_100A287BCF99669A105B,AUTONOMOUS ROBOTIC INSPECTION IN TUNNELS,doaj,journal_article,TIER_B,5.9.2,1.4;5.9;5.4.1;2.4.1,0.3732,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2016_AUTONOMOUS_ROBOTIC_INSPECTION_IN_TUNNELS_3.pdf
10.21595/jve.2016.16730,CAN_FF36A9A13F75BD1C6087,Study on an engineering measure to improve internal explosion resistance capacity of segmental tunnel lining structures,crossref,journal_article,TIER_B,2.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2016_Study_on_an_engineering_measure_to_improve_internal_explosion_resistance_capacity_of_segme_2.pdf
10.5459/bnzsee.47.3.206-216,CAN_9A302B7AB8F768F4BA95,2D seismic numerical analysis of segmental tunnel lining behaviour,crossref,journal_article,TIER_B,2.4,1.4;2.4.1;2.4.1.1;5.4.1,0.3714,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_2D_seismic_numerical_analysis_of_segmental_tunnel_lining_behaviour_2.pdf
10.1016/j.firesaf.2014.11.009,CAN_6521F936B2A614FC8046,Experimental investigation of reinforced concrete and hybrid fibre reinforced concrete shield tunnel segments subjected to elevated temperature,openalex,journal_article,TIER_B,1.4,2.4;1.5;5.4.1;5.9.2,0.3768,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_Experimental_investigation_of_reinforced_concrete_and_hybrid_fibre_reinforced_concrete_shi.pdf
10.5050/ksnve.2013.23.9.831,CAN_E399C378D2AF214D6588,Exposure Characteristics to Noise Among Tunnel Construction Workers,openalex,journal_article,TIER_B,1.4,1.5;5.9.2;1.4.1;5.9,0.376,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2013_Exposure_Characteristics_to_Noise_Among_Tunnel_Construction_Workers_2.pdf
10.14311/1823,CAN_7AC3A1373B6235ABC2F2,Steel Fibre Reinforced Concrete for Tunnel Lining – Verification by Extensive Laboratory Testing and Numerical Modelling,openalex,journal_article,TIER_B,2.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2013_Steel_Fibre_Reinforced_Concrete_for_Tunnel_Lining_–_Verification_by_Extensive_Laboratory_T.pdf
10.3390/s120811249,CAN_129282DD92054313F3B3,Three-Dimensional Laser Scanning for Geometry Documentation and Construction Management of Highway Tunnels during Excavation,openalex,journal_article,TIER_B,1.4.1,1.4;2.4;2.4.1.1;5.9.2,0.6099,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.3390/s120811249,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2012_Three-Dimensional_Laser_Scanning_for_Geometry_Documentation_and_Construction_Management_of_2.pdf
