document_id,field,current_value,deterministic_suggestion,llm_suggestion,selected_candidate,evidence,confidence,agreement_status,adjudication_status,adjudication_reason,review_priority,source_sha256
DOC000226,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c27ed860ffef1bcf970a2017a3d981893e1a79976f7d1b84166f120853ea93f2
DOC000226,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c27ed860ffef1bcf970a2017a3d981893e1a79976f7d1b84166f120853ea93f2
DOC000227,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,69feb7468b8213487fe27f766093fc651a89c34f5985bcdd46750906f0174c4a
DOC000227,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,69feb7468b8213487fe27f766093fc651a89c34f5985bcdd46750906f0174c4a
DOC000229,authority_level,,C,unclassified,,Karayolları Genel Müdürlüğü Yol Yapım Dairesi Başkanliğı [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a731424541799bb6f3808812edfd831a3b9be696f35e3d3db061cae424f22ab5
DOC000231,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5b5dc7f427571dc9f85cc4d2b8a73ed74283db7766b292418f0fa75a1841bce2
DOC000231,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5b5dc7f427571dc9f85cc4d2b8a73ed74283db7766b292418f0fa75a1841bce2
DOC000232,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5910a6cebcaed0671c9c477a764ab722e4fc198cf11400b13b610adc6e7c0bfa
DOC000232,authority_level,,C,unclassified,,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5910a6cebcaed0671c9c477a764ab722e4fc198cf11400b13b610adc6e7c0bfa
DOC000235,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,249d0d30e2d019269dcc65d04d667522070a32095beed39f097552a1c6447eab
DOC000235,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,249d0d30e2d019269dcc65d04d667522070a32095beed39f097552a1c6447eab
DOC000236,authority_level,,C,unclassified,,T.C. ULAŞTIRMA DENİZCİLİK VE HABERLEŞME BAKANLIĞI Karayolları Genel Müdürlüğü [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ebfb51c1916ee9728820b2995555f2e0724a477708308cefa62d0d1124314112
DOC000237,authority_level,,C,unclassified,,KGM/ 112399803 04.042/05 [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,64410adf1e8a8df309bddbebf80bc94fee9587a5458e4cad6620ad10749d4662
DOC000238,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b4f94b799877cc9a1caf16f554f3857d13f28a040b1c743fc79d1fec47924b22
DOC000238,authority_level,,C,unclassified,,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.pdf [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b4f94b799877cc9a1caf16f554f3857d13f28a040b1c743fc79d1fec47924b22
DOC000239,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ROCKBİT-3.5''9m-ANALİZ.pdf [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,07c7ec20474708b9db495ec7cb6ac067587cf421cfc6347555cdefd4ced57044
DOC000240,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,655b4197029d50bba83394e9704a2a9c6c254bb69eebf313266a8587804fa3ab
DOC000240,authority_level,,C,unclassified,,Standart: İlgili Standartlar TS4559 [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,655b4197029d50bba83394e9704a2a9c6c254bb69eebf313266a8587804fa3ab
DOC000241,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,0739a505bb03a31d9a928a532246cec81bdbdc60aff7f67d1e44fd3cc5d1da76
DOC000241,language,,unknown,tr,,Taban kemerli tip kesit,high,llm_only,human_review_required,field_specific_language_identity_or_publication_check_required,P2,0739a505bb03a31d9a928a532246cec81bdbdc60aff7f67d1e44fd3cc5d1da76
DOC000241,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,0739a505bb03a31d9a928a532246cec81bdbdc60aff7f67d1e44fd3cc5d1da76
DOC000242,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a369ef85c983f426012c2b61cddd67c99178d863bfa6eb3d6ea6889170ef8c12
DOC000242,language,,unknown,tr,,Taban kemersiz tip kesit,high,llm_only,human_review_required,field_specific_language_identity_or_publication_check_required,P2,a369ef85c983f426012c2b61cddd67c99178d863bfa6eb3d6ea6889170ef8c12
DOC000242,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a369ef85c983f426012c2b61cddd67c99178d863bfa6eb3d6ea6889170ef8c12
DOC000243,year,,,2018,,01/10/2018 tarih ve 55500382-755/449665 sayılı yazınız,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,987e528093726754eeea3686e12e7302340a5a5287ee7c43b0d5fd732114ce07
DOC000243,authority_level,,C,unclassified,,not_requested [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,987e528093726754eeea3686e12e7302340a5a5287ee7c43b0d5fd732114ce07
DOC000244,year,,,,,unknown [evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c53f1b9e55e8c861f3bb66821d0f2fb89e6b365a03f606f3bf9318290ae07b69
DOC000244,authority_level,,C,unclassified,,Karayolları Genel Müdürlüğü . Bölge Müdürlüğü T.C. ULAŞTIRMA VE ALTYAPI BAKANLIČI [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c53f1b9e55e8c861f3bb66821d0f2fb89e6b365a03f606f3bf9318290ae07b69
DOC000245,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,1f14788427fc5b2740bae349ee9392629382a0ec965cbba42e2899d93ae6f0f0
DOC000245,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,1f14788427fc5b2740bae349ee9392629382a0ec965cbba42e2899d93ae6f0f0
DOC000245,authority_level,,C,unclassified,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,1f14788427fc5b2740bae349ee9392629382a0ec965cbba42e2899d93ae6f0f0
DOC000246,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b1a2f43dbeb84ade978217cade5ddd4852edae8201ce6ba8d01f85da23efb0b3
DOC000246,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b1a2f43dbeb84ade978217cade5ddd4852edae8201ce6ba8d01f85da23efb0b3
DOC000246,authority_level,,C,unclassified,,not_requested [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b1a2f43dbeb84ade978217cade5ddd4852edae8201ce6ba8d01f85da23efb0b3
DOC000247,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,74d0077a4fd9e02884448772375780450e7ae70596acefbda116a63a3978c42a
DOC000247,authority_level,,C,unclassified,,T.C. KARAYOLLARI GENEL MÜDÜRLÜĞÜ 5. Bölge Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,74d0077a4fd9e02884448772375780450e7ae70596acefbda116a63a3978c42a
DOC000248,organization,,,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI,,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,7bd21d281ecd81e07fa9ddf5af7f59cbb0906c9a37b70ae367c07aaa7af9d6da
DOC000248,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,7bd21d281ecd81e07fa9ddf5af7f59cbb0906c9a37b70ae367c07aaa7af9d6da
DOC000248,authority_level,,C,unclassified,,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,7bd21d281ecd81e07fa9ddf5af7f59cbb0906c9a37b70ae367c07aaa7af9d6da
DOC000249,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,cd0443535d0e03781fae10153eb5402b7f22376c44b4287e88cf16f7416d92b0
DOC000249,authority_level,,C,unclassified,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,cd0443535d0e03781fae10153eb5402b7f22376c44b4287e88cf16f7416d92b0
DOC000250,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI Karayollari Genel Müdürlüğü,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI Karayollari Genel Müdürlogo,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,7de44ee96dfee3d118f4cbff58926e3839530d1280e7539f8be6d0cec8b702f9
DOC000250,authority_level,,C,unclassified,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI Karayollari Genel Müdürlogo . Bölge Müdürlogü S (RQD) Süreksizlik Aralıkları [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,7de44ee96dfee3d118f4cbff58926e3839530d1280e7539f8be6d0cec8b702f9
DOC000251,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,aac6e448d314f890336574b3ce19a7e39dad0525a5cc8af22dd57050c5c67af1
DOC000251,authority_level,,C,unclassified,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,aac6e448d314f890336574b3ce19a7e39dad0525a5cc8af22dd57050c5c67af1
DOC000252,organization,,,Karayolları Genel Müdürlüğü 5. Bölge Müdürlüğü,,Karayolları Genel Müdürlüğe 5. Bölge Müdirligä,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,a539413169500f79b8cdfbd3223d869e35fa3ef1b27efd2237baef1b1957aa47
DOC000252,authority_level,,C,unclassified,,not_requested [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a539413169500f79b8cdfbd3223d869e35fa3ef1b27efd2237baef1b1957aa47
DOC000253,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5100bafa9b8728c0e62995c84d873ef6454f343df40fc80053dcb626d1f30df1
DOC000253,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5100bafa9b8728c0e62995c84d873ef6454f343df40fc80053dcb626d1f30df1
DOC000254,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8fa0e87115803d6b72d9cf1c1f0f160e01dc2a8d522daf296e68e200eee44528
DOC000254,year,,,2018,,Tarih | - | 13.10.2018,medium,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,8fa0e87115803d6b72d9cf1c1f0f160e01dc2a8d522daf296e68e200eee44528
DOC000254,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8fa0e87115803d6b72d9cf1c1f0f160e01dc2a8d522daf296e68e200eee44528
DOC000258,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,1bcc970096995bf6fb2f4e7bde4027ad60b08bec0549a5c93259070e1930d23b
DOC000258,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,1bcc970096995bf6fb2f4e7bde4027ad60b08bec0549a5c93259070e1930d23b
DOC000259,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,6ec633413efc464ce2415d6c94c43aeafed92b29acdaa054270449f9f07c93a5
DOC000260,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,eba6f7659063a3e0897bbd9762db5b5bfdccdfdb5a4ef6c58f0af07675131f7c
DOC000260,authority_level,,C,unclassified,,presentation [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,eba6f7659063a3e0897bbd9762db5b5bfdccdfdb5a4ef6c58f0af07675131f7c
DOC000261,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,392642f7733f2a4d8b5099cdad7f3e5387a8183c22988ae4733f327bb768055f
DOC000261,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,392642f7733f2a4d8b5099cdad7f3e5387a8183c22988ae4733f327bb768055f
DOC000262,authority_level,,C,unclassified,,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,01e403164c0361f59ca716cbdc834029883212f24feab0c290022d9d089ea82d
DOC000263,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,88730c77ad15671b96aeb63e9fd179190595853eebdcecd0bbab9c65f98fd11e
DOC000263,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,88730c77ad15671b96aeb63e9fd179190595853eebdcecd0bbab9c65f98fd11e
DOC000264,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8cd77050797aeb27474ab899ffc0581177f726b127e539c71452b46c78d9dd6e
DOC000264,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8cd77050797aeb27474ab899ffc0581177f726b127e539c71452b46c78d9dd6e
DOC000266,authority_level,,C,A,,**RESMİ GAZETE SAYISI: 27159/m.,high,deterministic_llm_conflict,human_review_required,strong_deterministic_llm_conflict,P0,80d2d2c44b4c7dffc21f3228442bf14fd38b9686ad84309a669de4b5c8756f26
DOC000267,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,eb374e284881c3f58cac6ef6ea9dcaff7bb9f9cae28cac90bee14e72aaa079f7
DOC000267,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,eb374e284881c3f58cac6ef6ea9dcaff7bb9f9cae28cac90bee14e72aaa079f7
DOC000268,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,06fc2d37deaff224d5ffe522095d4bf1208463f928236f5e3c4323bc4c26f511
DOC000268,authority_level,,C,unclassified,,**EK-2** **AÇIK İHALE USULÜ İLE İHALE EDİLEN YAPIM İŞLERİNDE** **UYGULANACAK TİP İDARİ ŞARTNAME** [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,06fc2d37deaff224d5ffe522095d4bf1208463f928236f5e3c4323bc4c26f511
DOC000269,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,e69a8baa6d553a96a5ca075cecac066de36d052013cba0e0ec78f42ec361edf3
DOC000269,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,e69a8baa6d553a96a5ca075cecac066de36d052013cba0e0ec78f42ec361edf3
DOC000270,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5e3d753d7969cfd13187716201eff3a947b7b5917885378352105784f8130123
DOC000270,authority_level,,C,unclassified,,**EK-4** **BELLİ İSTEKLİLER ARASINDA İHALE USULÜ İLE İHALE EDİLEN YAPIM İŞLERİNDE UYGULANACAK TİP İDARİ ŞARTNAME** [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5e3d753d7969cfd13187716201eff3a947b7b5917885378352105784f8130123
DOC000271,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5fd2b371a56fbdb0da2a9eaceef053e2921ce6d19a060fa70d5fcdfdfb5ed812
DOC000271,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5fd2b371a56fbdb0da2a9eaceef053e2921ce6d19a060fa70d5fcdfdfb5ed812
DOC000272,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,989fe4a283979a40e88327f07771339000c6d109087a84757179e6477222ce90
DOC000272,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,989fe4a283979a40e88327f07771339000c6d109087a84757179e6477222ce90
DOC000273,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,dbb4c155e9d46ab4fc3f24ce12a19384b150335b3e341a8e2a06e1d0d63de306
DOC000273,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,dbb4c155e9d46ab4fc3f24ce12a19384b150335b3e341a8e2a06e1d0d63de306
DOC000274,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,d844b88241ad23e0112f7379aa7139f947ebebb2da499ff4cef01b61e57a9009
DOC000278,organization,,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,38d96380fb66bb5e6b5e51f0b0576e5a39b5ec5e18093078f5e4903146402ab1
DOC000278,authority_level,,C,unclassified,,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,38d96380fb66bb5e6b5e51f0b0576e5a39b5ec5e18093078f5e4903146402ab1
DOC000279,organization,,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,0f9fb625ee12d331f34a9071454350818992c375c2824641d11325171aecb184
DOC000279,authority_level,,C,unclassified,,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,0f9fb625ee12d331f34a9071454350818992c375c2824641d11325171aecb184
DOC000280,organization,,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,29dc43677cbbd95c697d88b4bd6a9e57c6a1c8e27366c9c9b81eae37be00fb36
DOC000280,authority_level,,C,unclassified,,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,29dc43677cbbd95c697d88b4bd6a9e57c6a1c8e27366c9c9b81eae37be00fb36
DOC000281,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,0a256c5562db6c6bcb23763c5969f3b1c993a084ee8a4c87b426e3474939cf86
DOC000281,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,0a256c5562db6c6bcb23763c5969f3b1c993a084ee8a4c87b426e3474939cf86
DOC000282,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2516fb6319c342abb140f6dcba0f9501a4c62f1313b58666e46181c062c8dbbc
DOC000282,authority_level,,C,unclassified,,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2516fb6319c342abb140f6dcba0f9501a4c62f1313b58666e46181c062c8dbbc
DOC000283,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,118ff7fa533b54f5bb336e6969b3f0bc69d30cfcec4ceb962cd05132cdfc901d
DOC000283,authority_level,,C,unclassified,,"headings: Çelik Tel Donatılı Püskürtme Betonlar, Slayt 1 [authority_C_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,118ff7fa533b54f5bb336e6969b3f0bc69d30cfcec4ceb962cd05132cdfc901d
DOC000284,authority_level,,C,C,C,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,2c1509971dc4f4063aa547d07c35111e36ec9d29c78da2d98d9dc19580dcc069
DOC000286,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ff1e7d59fb0882df30a4378e353cd1f70a2cfeb8a45b682715a50a49c020ffe5
DOC000286,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ff1e7d59fb0882df30a4378e353cd1f70a2cfeb8a45b682715a50a49c020ffe5
DOC000287,authority_level,,C,unclassified,,T.C. Ulaştırma ve Altyapı Bakanlığı Karayolları Genel Müdürlüğü Ar- Ge Dairesi Başkanlığı Zemin Mekaniği ve Tüneller Şubesi Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,9e8d001f55f9fab3b6de2104875395ea34f9bde10ca9463e7d127c75845cac15
DOC000288,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8403b7acba7a63302cb6a2bbaebb00b0da6ca1693dbadc6e11568e2c7577da4c
DOC000288,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8403b7acba7a63302cb6a2bbaebb00b0da6ca1693dbadc6e11568e2c7577da4c
DOC000289,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,56d4a921cf2c6a1daf096e8ed36ef4e4738d960ff366c1b218edbe6b1c432e49
DOC000289,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.pptx [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,56d4a921cf2c6a1daf096e8ed36ef4e4738d960ff366c1b218edbe6b1c432e49
DOC000290,authority_level,,C,C,C,Karayolları Genel Müdürlüğü- ANKARA SUNUM ADI PORTAL SEÇİMİ VE YERLEŞİMİ,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,6b919eeca10e7371c34c364185d15bd170286dfa99714fcd60293548a45b101c
DOC000293,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,12958bc53170c0ec340829fddc82bbd374bae24bfafe40379a9bb96a0cdf4617
