document_id,source_relative_path,source_filename,source_extension,source_sha256,selected_variant,authority_level_current,authority_level_suggested,authority_evidence,authority_confidence,document_type_current,document_type_suggested,document_type_evidence,document_type_confidence,language_current,language_suggested,language_confidence,year_current,year_suggested,year_evidence,year_confidence,topics_current,topics_suggested,topics_evidence,topics_confidence,organization_suggested,title_suggested,citation_mode,citation_sidecar,original_page_provenance_available,requires_human_review,review_status
DOC000044,"Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.pdf","Management of road tunnels_Construction, maintenance.pdf",.pdf,6c33efd9e03ce78f9ec23cc1e869d7b0401882177db612488f36b2792cbb16fc,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,maintenance,case_study|cost|maintenance|portal|safety|standards|traffic,portal:portal; safety:safety; traffic:traffic; maintenance:maintenance; standards:standard; cost:cost; case_study:case study; tunnel_general:tunnel,high,,"Management of road tunnels_Construction, maintenance",source_only,,false,true,pending
DOC000045,Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,.pdf,5d524bf61343305c4f9c1a8fda2248659201b7fa0304f2a8c00b0c9559d8dbc4,full_docling,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: kgm,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,2004,Belge metninde publication/date bağlamında açık yıl: 2004,medium,safety,accident|cost|drainage|fire_safety|history|maintenance|monitoring|natm|operations|regulation|safety|standards|traffic|ventilation,natm:natm; drainage:drenaj; monitoring:izleme; safety:güvenlik; fire_safety:yangın; ventilation:havalandırma; traffic:trafik; operations:işletme; maintenance:bakım; regulation:yönetmelik; standards:standard; cost:maliyet,high,Karayolları Genel Müdürlüğü (KGM),TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri,pdf_page,data/temp/full_docling_chunks/DOC000045/0001.docling.json,true,true,pending
DOC000047,Literatür ve Araştırmalar/tunnel_manual_FHWA.pdf,tunnel_manual_FHWA.pdf,.pdf,153e9e2a4af4519f1e27a0440e0b3b06b3433db721cb527217f3a14f050abbdd,full_docling,,A,Resmî kurum + authoritative belge türü: fhwa; manual,high,manual,manual,Mevcut canonical metadata document_type=manual,high,en,en,high,,2009,Belge metninde publication/date bağlamında açık yıl: 2009,medium,,blasting|contracts|excavation|geotechnical_investigation|inspection|instrumentation|maintenance|operations|regulation|risk|safety|standards|ventilation,geotechnical_investigation:geotechnical; excavation:excavat; blasting:drill-and- blast; instrumentation:instrumentation; risk:risk; safety:safety; ventilation:ventilation; operations:operation; maintenance:maintenance; inspection:inspection; regulation:regulation; standards:standard,high,FHWA,tunnel_manual_FHWA,pdf_page,data/temp/full_docling_chunks/DOC000047/0001.docling.json|data/temp/full_docling_chunks/DOC000047/0005.docling.json|data/temp/full_docling_chunks/DOC000047/0006.docling.json|data/temp/full_docling_chunks/DOC000047/0007.docling.json|data/temp/full_docling_chunks/DOC000047/0008.docling.json|data/temp/full_docling_chunks/DOC000047/0009.docling.json|data/temp/full_docling_chunks/DOC000047/0010.docling.json|data/temp/full_docling_chunks/DOC000047/0011.docling.json|data/temp/full_docling_chunks/DOC000047/0002.docling.json|data/temp/full_docling_chunks/DOC000047/0012.docling.json|data/temp/full_docling_chunks/DOC000047/0013.docling.json|data/temp/full_docling_chunks/DOC000047/0014.docling.json|data/temp/full_docling_chunks/DOC000047/0015.docling.json|data/temp/full_docling_chunks/DOC000047/0016.docling.json|data/temp/full_docling_chunks/DOC000047/0017.docling.json|data/temp/full_docling_chunks/DOC000047/0018.docling.json|data/temp/full_docling_chunks/DOC000047/0019.docling.json|data/temp/full_docling_chunks/DOC000047/0020.docling.json|data/temp/full_docling_chunks/DOC000047/0021.docling.json|data/temp/full_docling_chunks/DOC000047/0003.docling.json|data/temp/full_docling_chunks/DOC000047/0022.docling.json|data/temp/full_docling_chunks/DOC000047/0023.docling.json|data/temp/full_docling_chunks/DOC000047/0024.docling.json|data/temp/full_docling_chunks/DOC000047/0025.docling.json|data/temp/full_docling_chunks/DOC000047/0026.docling.json|data/temp/full_docling_chunks/DOC000047/0027.docling.json|data/temp/full_docling_chunks/DOC000047/0028.docling.json|data/temp/full_docling_chunks/DOC000047/0029.docling.json|data/temp/full_docling_chunks/DOC000047/0004.docling.json,true,false,not_required
DOC000048,Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.pdf,TÜNEL BAKIM İŞLETME EL KİTABI.pdf,.pdf,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,manual,Dosya yolu/başlık/ilk heading sinyali: el kitabı,medium,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,maintenance|operation,accident|drainage|maintenance|operations|portal|safety|standards|traffic,drainage:drenaj; portal:portal; safety:güvenlik; traffic:trafik; operations:işletme; maintenance:bakım; standards:standart; accident:kaza; tunnel_general:tünel,high,,TÜNEL BAKIM İŞLETME EL KİTABI,pdf_page,data/temp/full_docling_chunks/DOC000048/0001.docling.json|data/temp/full_docling_chunks/DOC000048/0005.docling.json|data/temp/full_docling_chunks/DOC000048/0006.docling.json|data/temp/full_docling_chunks/DOC000048/0002.docling.json|data/temp/full_docling_chunks/DOC000048/0003.docling.json|data/temp/full_docling_chunks/DOC000048/0004.docling.json,true,true,pending
DOC000049,Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.pdf,TÜNEL ENVANTER KİTABI 2015.pdf,.pdf,5c229054fb8f53a306c097f128ec7004fbaf7d1a52bad4f5bc778f5e91888b54,full_docling,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: karayolları genel müdürlüğü,low,unknown,inventory,Dosya yolu/başlık/ilk heading sinyali: envanter,high,tr,tr,high,2015,2015,Mevcut canonical metadata yılı: 2015,high,,drainage|fire_safety|inventory|maintenance|operations|portal|safety|standards|traffic|ventilation,drainage:drenaj; portal:portal; safety:güvenlik; fire_safety:yangın; ventilation:havalandırma; traffic:trafik; operations:işletme; maintenance:bakım; standards:standart; inventory:envanter; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),TÜNEL ENVANTER KİTABI 2015,pdf_page,data/temp/full_docling_chunks/DOC000049/0001.docling.json|data/temp/full_docling_chunks/DOC000049/0005.docling.json|data/temp/full_docling_chunks/DOC000049/0006.docling.json|data/temp/full_docling_chunks/DOC000049/0007.docling.json|data/temp/full_docling_chunks/DOC000049/0008.docling.json|data/temp/full_docling_chunks/DOC000049/0009.docling.json|data/temp/full_docling_chunks/DOC000049/0010.docling.json|data/temp/full_docling_chunks/DOC000049/0011.docling.json|data/temp/full_docling_chunks/DOC000049/0002.docling.json|data/temp/full_docling_chunks/DOC000049/0012.docling.json|data/temp/full_docling_chunks/DOC000049/0003.docling.json|data/temp/full_docling_chunks/DOC000049/0004.docling.json,true,true,pending
DOC000051,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,Tünel Haritası 2024_KGMWEB.pdf,.pdf,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,2024,2024,Mevcut canonical metadata yılı: 2024,high,,tunnel_general,tunnel_general:tünel,medium,,Tünel Haritası 2024_KGMWEB,source_only,,false,true,pending
DOC000054,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.jpg,Enjeksiyon  Foto2.jpg,.jpg,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,unknown,low,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,injection,injection:enjeksiyon,medium,,Enjeksiyon  Foto2,image,,false,true,pending
DOC000055,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.jpg,Enjeksiyon Foto1.jpg,.jpg,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,unknown,low,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,injection,injection:enjeksiyon,medium,,Enjeksiyon Foto1,image,,false,true,pending
DOC000056,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.docx,Foto_Kaynak.docx,.docx,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,unknown,low,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,injection,injection:enjeksiyon,medium,,Foto_Kaynak,document_section,,false,true,pending
DOC000057,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,InvertBetonUygulaması.png,.png,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,unknown,low,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,,Kontrollü topic vocabulary için yeterli kanıt bulunamadı,low,,InvertBetonUygulaması,image,,false,true,pending
DOC000061,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.docx,Kullanılan Kaynaklar.docx,.docx,8f9bd4acad19365a616857fd4684f9f8bc1011942061c1cd86fe5be40989a07f,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,injection|maintenance|operations|regulation|support_systems,support_systems:destek sistem; injection:enjeksiyon; operations:işletme; maintenance:bakım; regulation:yönetmelik; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Kullanılan Kaynaklar,document_section,,false,true,pending
DOC000063,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,.pdf,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d,full_docling,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: yönetmelik,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|contracts|maintenance|operations|regulation|safety,safety:güvenlik; operations:işletme; maintenance:bakım; regulation:yönetmelik; contracts:sözleşme; accident:kaza,high,Resmî Gazete,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c,pdf_page,data/temp/full_docling_chunks/DOC000063/0001.docling.json,true,true,pending
DOC000066,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.pptx,1-NATM-2020.pptx,.pptx,33e54b02175c174a99a7739012e0a70101e516836394186566041b705643cce9,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,2020,2020,Mevcut canonical metadata yılı: 2020,high,NATM,cost|excavation|geology|natm|operations|portal|support_systems|traffic|ventilation,natm:natm; geology:jeoloji; excavation:kazı; support_systems:tahkimat; portal:portal; ventilation:havalandırma; traffic:trafik; operations:işletme; cost:maliyet; tunnel_general:tünel,high,,1-NATM-2020,slide,data/temp/full_docling_chunks/DOC000066/0001.docling.json,false,true,pending
DOC000067,"Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx","6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",.pptx,21c81a85613e82c6b1ebeafd9f847e087b0cdc032c8db3933fa8d9438a7f564c,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,drainage|final_lining,drainage|excavation|final_lining|injection|inspection|maintenance|monitoring|quality_control|shotcrete|water|waterproofing,excavation:kazı; shotcrete:püskürtme beton; injection:enjeksiyon; water:yeraltı su; drainage:drenaj; waterproofing:su yalıt; final_lining:nihai kaplama; monitoring:izleme; maintenance:bakım; inspection:muayene; quality_control:kalite kontrol; tunnel_general:tünel,high,,"6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU",slide,data/temp/full_docling_chunks/DOC000067/0001.docling.json,false,true,pending
DOC000068,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).pptx,TBM(Tunnel Boring Machine).pptx,.pptx,5f811a624baec87de732a24e235f5f0887f21a17fc42320a7002c14235e319aa,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,TBM,blasting|collapse|excavation|injection|support_systems|tbm,tbm:tbm; excavation:kazı; blasting:patlatma; support_systems:tahkimat; injection:enjeksiyon; collapse:çökme; tunnel_general:tünel,high,,TBM(Tunnel Boring Machine),slide,data/temp/full_docling_chunks/DOC000068/0001.docling.json,false,true,pending
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,19 MayısUniversitesi14. hafta (2020-2021).docx,.docx,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2020, 2021",low,,blasting|drainage|excavation|geology|safety|ventilation,geology:jeoloji; excavation:kazı; blasting:patlatma; drainage:drenaj; safety:güvenlik; ventilation:havalandırma; tunnel_general:tünel,high,,19 MayısUniversitesi14. hafta (2020-2021),document_section,data/temp/full_docling_chunks/DOC000069/0001.docling.json,false,true,pending
DOC000070,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,.docx,79b4e713b47ad813559ebeb269d37ed5ea60f56a1308da05d3610a2ed5578cc6,full_docling,,B,Akademik yayın türü sinyali: academic_article,medium,unknown,academic_article,İlk içerik bölümünde yayın türü sinyali: journal of,medium,tr,tr,high,,2017,Belge metninde publication/date bağlamında açık yıl: 2017,medium,excavation|drainage|portal,accident|cost|drainage|excavation|forepoling|maintenance|natm|operations|portal|safety|standards,natm:natm; forepoling:süren; safety:safety; operations:işletme; maintenance:bakım; standards:standart; cost:maliyet; accident:kaza; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775,document_section,data/temp/full_docling_chunks/DOC000070/0001.docling.json,false,true,pending
DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,ITU Yuksek Lisans Tezi.docx,.docx,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477,full_docling,,B,Üniversite tez/research kanıtı: istanbul üniversitesi,high,unknown,thesis,İlk içerik bölümünde yayın türü sinyali: yüksek lisans tezi,high,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,blasting|cost|excavation|forepoling|geology|geotechnical_investigation|history|injection|operations|rock_mechanics|shotcrete|standards|steel_mesh|support_systems,geotechnical_investigation:sondaj; geology:jeoloji; rock_mechanics:rqd; excavation:kazı; blasting:patlatma; shotcrete:püskürtme beton; steel_mesh:çelik hasır; forepoling:süren; support_systems:tahkimat; injection:enjeksiyon; operations:işletme; standards:standart,high,,ITU Yuksek Lisans Tezi,document_section,data/temp/full_docling_chunks/DOC000071/0001.docling.json,false,true,pending
