priority,document_id,source_relative_path,field,current_value,deterministic_suggestion,llm_suggestion,evidence,confidence,agreement_status,reviewer_value,reviewer_note,review_status,reviewed_at
P1,DOC000193,Tünel Dergisi/Tunel Dergi Sayi 40.pdf,organization,,,Tünelcilik Derneği,"Tünelciliğe gönül verenler köşemizi okurlarımızın ilgiyle takip ettiğini öğrenmek bizi mutlu ediyor. Bu sayımızda biri TBM ve mekanize tünelcilik ile ilgili imalat sanayiinde lider olan diğeri ise yüklenici olarak yerli ve yabancı birçok projede görev alan iki yönetim kurulu üyemizle yapılan söyleşiye yer verdik. Bu değerli üyelerimizin başarı dolu meslek yaşantılarının gençlere örnek olmasını diliyoruz. Bu sayıda ayrıca Eşme-Salihli arasında yapılmakta olan hızlı tren projesinin bir parçası olan T -1 tüneline ait bir habere de yer ayırdık. Uzunluğu 3.047 m olan bu tünel halihazırda, çapı 13.77 m olan bir Crossover TBM (hibrit EPB/ sert kaya makinesi) ile açılmaktadır. 20 Mart 2021'de kazısı başlayan bu tünelde geçiş zonları ve önemli bir fayı da içeren 600 m'sinin kazısı başarı ile tamamlandı. Uzunluğu 74.4 km olan bu önemli projede ayrıca toplam uzunlukları 22.730 m olan 44 tünel daha var. Geçen sayımızda internet üzerinden düzenleyeceğimiz ilk webinar'da, TBM ile yapılan kazılarda tünelin ve çalışanların güvenliği için, tünel yangınlarının önlenmesi ve alınması gereken emniyet tedbirleri ile ilgili uluslararası standartların karşılaştırması; TBM'li kazıda yangından korunmak için dikkat edilecek hususlar ve yangın riski yönetimi konularının ele alınacağını duyurmuştuk. Bu semineri biraz geciktirdik, bunun ana nedeni 'Tunneling and Underground Space T echnology' adlı derginin tünel yangınları adlı 58 makaleyi içeren bir özel sayının çıkarılması için yapılan çalışmaların devam etmesiydi. Dernek üyelerimizden üç kişinin de katkı koyduğu el kitabı mahiyetindeki bu özel sayı Haziran ayının başında yayınlandı, şimdi karşınıza daha hazırlıklı çıkacağız. Hatırlatmamız gereken diğer önemli bir konu, Leoben-Avusturya'da Aralık 2021 de yapılması planlanan 5. Zor Şartlarda TBM Tünelciliği (TBM DiGs) adlı sempozyumun pandemi şartlarından dolayı 23-25 Kasım 2022'ye ertelenmesi, özet sunumlar 15.11.2021'e kadar sempozyum düzenleme komitesine iletilebilir. Sempozyuma katılım bilfiil ve internet üzerinden isteğe bağlı seçenekli olacak. Organizasyon komitesi şimdiden Türkiye'den 4 özetin geldiğini bildirdi. T oplantının önemi nedeni ile tüm ilgililerin bu toplantıya katılmalarını önemle tavsiye ediyoruz. ## PROF. DR. NUH BİLGİN TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANI CHAIRMAN OF THE TURKISH TUNNELLING SOCIETY ## Dear readers, Here again, with the 40th issue of the official journal/magazine of The Turkish Tunnelling Society 'Tünel' we are having the honor of serving this wonderful world of Tunnelling. We are happy to learn that periodical sections on 'contributors to Tunnelling Industry' are gaining more and more interests among our members. In this issue, you will read the astonishing and increasing success of two of our executive committee members, one as a leader in the Turkish Manufacturing Industry in mechanized tunneling and the other in the construction site. We hope these tunnellers will be good role model examples to young generations of tunnellers. In this issue, an important news is on the excavation of the T unnel-1, which is a part of the high speed tunnel project between Eşme and Salihli. A crossover TBM (hybrid EPB/Hard Rock) of 13.77 m is driving the tunnel having a length of 3.047 m. T ransition zones and a major fault have been passed successfully and around 600 m of the tunnel has been already completed since 20 March 2021. The project has a length of 74.4 km and includes additional 45 tunnels of 22.730 m in total length. In the past issue, we declared that a webinar on 'a comparative study of different standards related to the safety of TBMs, tunnel fire prevention and protection; fire protection measures or the provisions of fire service installation to be considered on a TBM and management of fire risk, and precautions to be taken based on the past experiences' was being prepared by our society. However, we waited for the special issue covering 56 articles to be released by the Journal Tunnelling and Underground Space Technology on 'Fire safety for tunnels and underground spaces', on which three of our members were contributors. Now, the webinar we are planning will be realized soon. Another important point to remind that the Fifth Symposium on TBM DiGs (Tunnel Boring Machines in Difficult Grounds) to be held in Leoben-Austria in December 2021 is postponed and planned to be realized on the 23-25 November 2022 due to pandemic. The deadline for submission for the abstracts is now 15.11.2021. The TBM DiGs 2022 will be a hybrid event and both, speakers and attendees, can choose to attend online or live. Provisions will be made for both options. We strongly advise our members to send abstracts and participate in this important event. Be aware that the organizing committee has already received four abstracts from Turkey. With my best regards.",high,llm_only,,,pending,
P1,DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,organization,,,Tünelcilik Derneği,Prof. Dr. NUH BİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI,high,llm_only,,,pending,
P1,DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,year,,,2013,Kasım-Aralık 2013 Yıl:1 Sayı: 1,high,llm_only,,,pending,
P1,DOC000195,Tünel Dergisi/Tunel Dergisi 2.pdf,organization,,,Tünelcilik Derneği,Prof. Dr. Nuh bİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI,high,llm_only,,,pending,
P1,DOC000196,Tünel Dergisi/Tunel Dergisi 3.pdf,organization,,,Tünelcilik Derneği,Prof. Dr. Nuh bİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI President of Turkish Tunnelling Society,high,llm_only,,,pending,
P1,DOC000196,Tünel Dergisi/Tunel Dergisi 3.pdf,year,,,2014,Mart-Nisan / March-April 2014 Yıl / Y ear :1 Sayı / Nr : 3,high,llm_only,,,pending,
P1,DOC000197,Tünel Dergisi/Tunel Dergisi 4.pdf,organization,,,TÜNELCİLİK DERNEĞİ,TÜNELCİLİK DERNEĞİ Oruçreis Mahallesi Barbaros Caddesi Tekstilkent Sitesi A 11 Blok 3.Kat No 48 Esenler İstanbul,high,llm_only,,,pending,
P1,DOC000197,Tünel Dergisi/Tunel Dergisi 4.pdf,year,,,2014,Mayıs-Haziran / May-June 2014 Yıl / Y ear :1 Sayı / Nr : 4,high,llm_only,,,pending,
P1,DOC000198,Tünel Dergisi/Tunel Dergisi 5.pdf,organization,,,Tünelcilik Derneği,Prof. Dr. Nuh BİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI President of Turkish Tunnelling Society,high,llm_only,,,pending,
P1,DOC000198,Tünel Dergisi/Tunel Dergisi 5.pdf,year,,,2014,Temmuz-Ağustos / July-August 2014 Yıl / Y ear :1 Sayı / Nr : 5,high,llm_only,,,pending,
P1,DOC000199,Tünel Dergisi/Tunel Dergisi 6.pdf,organization,,,TÜNELCİLİK DERNEĞİ,TÜNELCILÍK DERNEČi TURKISH TUNNELLING SOCIETY [suggested_value_not_supported_by_evidence],low,llm_only,,,pending,
P1,DOC000199,Tünel Dergisi/Tunel Dergisi 6.pdf,year,,,2014,Eylül-Ekim / September-October 2014,high,llm_only,,,pending,
P1,DOC000200,Tünel Dergisi/tunel37.pdf,organization,,,Tünelcilik Derneği,TÜNELCİLİK DERNEĞİ,high,llm_only,,,pending,
P1,DOC000200,Tünel Dergisi/tunel37.pdf,year,,,2021,"7-8 Ekim 2020 tarihlerinde yapılmasını planladığımız Uluslararası Tünelcilik Sempozyumu'nu bilinmeyen bir tarihe erteleme durumunda kaldık. Malezya'daki Dünya Tünelcilik Sempozyumu (WTC) 2020 görsel bir konferansa dönüştü ve bizim için en önemlisi Malezya'daki Genel Kurul'da, WTC 2023 için yapılacak oylamanın Ocak 2021'de yapılacak Genel Kurul'a ertelenmesi oldu.",high,llm_only,,,pending,
P1,DOC000201,Tünel Dergisi/Tünel 42-E-dergi_2.pdf,organization,,,Tünelcilik Derneği,HAZIRLAYAN | TÜNELCİLİK DERNEĞİ,high,llm_only,,,pending,
P1,DOC000202,Tünel Dergisi/Tünel 44_red.pdf,organization,,,Tünelcilik Derneği,Welcome to the 44th edition of the official journal 'Tunel' of Turkish Tunnelling Society. [suggested_value_not_supported_by_evidence],low,llm_only,,,pending,
P1,DOC000202,Tünel Dergisi/Tünel 44_red.pdf,year,,,2022,"The 'World Tunnel Congress 2022, Copenhagen' which was postponed twice is due now on 2-8 September.",high,llm_only,,,pending,
P1,DOC000203,Tünel Dergisi/Tünel 51_red (1).pdf,organization,,,Tünelcilik Derneği,TÜNELCİLİK DERNEĞİ,high,llm_only,,,pending,
P1,DOC000204,Tünel Dergisi/TÜNEL SAYI-33.pdf,organization,,,Tünelcilik Derneği,www.tuneldergisi.com | Tünelcilik Derneği Adına İmtiyaz Sahibi,high,llm_only,,,pending,
P1,DOC000205,Tünel Dergisi/TÜNEL-41.pdf,organization,,,Tünelcilik Derneği,TÜNELcİLİK DERNEğİ YÖNETİM KURULU BAŞKANI,high,llm_only,,,pending,
P1,DOC000205,Tünel Dergisi/TÜNEL-41.pdf,year,,,2021,Ekim - Kasım - Aralık / October - November - December 2021,high,llm_only,,,pending,
P1,DOC000206,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,organization,,,Tünelcilik Derneği,"Tünelcilik Derneği Tünelcilik Derneği - TÜRKİYE'NİN ""EN HIZLI METROSU"" KAĞITHANE-İSTANBUL HAVALİMANI METROSU HİZMETE GİRDİ",high,llm_only,,,pending,
P1,DOC000206,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,year,,,2023,"12-18 MAYIS 2023 WORLD TUNNEL CONGRESS 2023 ATINA, YUNANISTAN",high,llm_only,,,pending,
P1,DOC000208,Tünel Dergisi/TÜNEL_SAYI-38.pdf,organization,,,Tünelcilik Derneği,TÜNELCİLİK DERNEĞİ,high,llm_only,,,pending,
P1,DOC000209,"Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.docx",document_type,unknown,unknown,web_article,education.sakshi.com/en/general-knowledge/stock-gk/worst-tunnel-crash-disaster-word-and-india-144354,high,llm_only,,,pending,
P1,DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",authority_level,,unclassified,C,Vantage Point articles in Professional Safety provide a forum for authors with distinct viewpoints to share their ideas and opinions with ASSP members,high,llm_only,,,pending,
P1,DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",document_type,unknown,unknown,magazine,"Professional Safety, 68 (2), 42-47",high,llm_only,,,pending,
P1,DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",organization,,,ASSP,Professional Safety provide a forum for authors with distinct viewpoints to share their ideas and opinions with ASSP members,high,llm_only,,,pending,
P1,DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",year,,,2023,"(2023, Feb.). The historic and cultural importance of the Hawks Nest Tunnel disaster. Professional Safety",high,llm_only,,,pending,
P1,DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",document_type,unknown,unknown,web_article,"headings/excerpts contain multiple web links to news sites (trthaber.com, gazetecin.com, aa.com.tr, bolu.gov.tr) reporting tunnel accidents. [evidence_not_grounded_in_context]",low,llm_only,,,pending,
P1,DOC000214,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,organization,,,Yol Yapım Dairesi Başkanlığı,Yol Yapım Şubesi Müdürlüğü Yol Yapım Dairesi Başkanlığı Başlıca tünel destek elemanları,high,llm_only,,,pending,
P1,DOC000243,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/Bölgenin Yazısı.pdf,year,,,2018,01/10/2018 tarih ve 55500382-755/449665 sayılı yazınız,high,llm_only,,,pending,
P1,DOC000245,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI,high,llm_only,,,pending,
P1,DOC000248,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,organization,,,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI,high,llm_only,,,pending,
P1,DOC000249,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,high,llm_only,,,pending,
P1,DOC000250,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI Karayollari Genel Müdürlüğü,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI Karayollari Genel Müdürlogo,high,llm_only,,,pending,
P1,DOC000251,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.pdf,organization,,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,high,llm_only,,,pending,
P1,DOC000252,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,organization,,,Karayolları Genel Müdürlüğü 5. Bölge Müdürlüğü,Karayolları Genel Müdürlüğe 5. Bölge Müdirligä,high,llm_only,,,pending,
P1,DOC000254,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/tunel takip son calisma T3 Tuneli.pdf,year,,,2018,Tarih | - | 13.10.2018,medium,llm_only,,,pending,
P1,DOC000278,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01A.pdf,organization,,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI,high,llm_only,,,pending,
P1,DOC000279,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01B.pdf,organization,,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI,high,llm_only,,,pending,
P1,DOC000280,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01C.pdf,organization,,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,T.C. ÇEVRE VE ŞEHÍRCILIK BAKANLIČI,high,llm_only,,,pending,
P1,DOC000294,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.pptx,organization,,,Zemin Mekaniği ve Tüneller ANKARA Şubesi Müdürlüğü Ar-Ge Dairesi Başkanlığı,Mehmet Sercan KÜÇÜKASLAN Tünel Proje Şefi 25.02.2019 Zemin Mekaniği ve Tüneller ANKARA Şubesi Müdürlüğü Ar-Ge Dairesi Başkanlığı,high,llm_only,,,pending,
P1,DOC000306,Çalışma Kapsamı Tasarısı (17.10.2025).rtf,document_type,unknown,unknown,project_document,Çalışma Kapsamı Tasarısı (17.10.2025).rtf [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000307,Özgür Satıcı/10.24232-jmd.344499-351159.pdf,document_type,unknown,unknown,academic_article,Derleme / Review Paper,high,llm_only,,,pending,
P1,DOC000307,Özgür Satıcı/10.24232-jmd.344499-351159.pdf,organization,,,Atılım University; General Directorate of Turkish Highways,"Department of Civil Engineering, Atılım University... General Directorate of Turkish Highways",high,llm_only,,,pending,
P1,DOC000307,Özgür Satıcı/10.24232-jmd.344499-351159.pdf,year,,,2017,Jeoloji Mühendisliği Dergisi / Journal of Geological Engineering 41 (2017) 155-172,high,llm_only,,,pending,
P1,DOC000308,Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.pdf,authority_level,,unclassified,C,Presentation · January 2000 DOI: 10.13140/RG.2.1.4564.1043 CITATIONS 0,high,llm_only,,,pending,
P1,DOC000308,Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.pdf,document_type,unknown,unknown,presentation,Presentation · January 2000 DOI: 10.13140/RG.2.1.4564.1043 CITATIONS 0,high,llm_only,,,pending,
P1,DOC000308,Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.pdf,organization,,,Middle East Technical University,[Middle East Technical University](https://www.researchgate.net/institution/Middle-East-Technical-University?enrichId=rgreq-e91c038be23566aa922f865e4d107ce5-XXX&enrichSource=Y292ZXJQYWdlOzI4NTA1NzQzMDtBUzozMDEyNjQ0OTY4MDc5MzZAMTQ0ODgzODQ2MTA2Ng%3D%3D&el=1_x_6&_esc=publicationCoverPdf),high,llm_only,,,pending,
P1,DOC000309,Özgür Satıcı/OS_JMO_DERGİ_39_1.pdf,document_type,unknown,unknown,academic_article,## ÖZ ... ## ABSTRACT,high,llm_only,,,pending,
P1,DOC000309,Özgür Satıcı/OS_JMO_DERGİ_39_1.pdf,year,,,2015,Geliş (received) : 26 Mayıs (May) 2015,high,llm_only,,,pending,
P2,DOC000009,Leyla Literatür/TunelMaliyet/AppendixF.pdf,language,,unknown,mixed,Sayfa 1,medium,llm_only,,,pending,
P2,DOC000041,Literatür ve Araştırmalar/Estimate of annual operating costs Highway Tunnel.pdf,language,,unknown,en,# Estimate of annual operating costs Highway Tunnel,high,llm_only,,,pending,
P2,DOC000054,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.jpg,language,,unknown,mixed,# Enjeksiyon Foto2,high,llm_only,,,pending,
P2,DOC000056,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.docx,language,,unknown,mixed,Enjeksiyon Fotoları,medium,llm_only,,,pending,
P2,DOC000057,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,language,,unknown,mixed,InvertBetonUygulaması,medium,llm_only,,,pending,
P2,DOC000057,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,topics,,,construction_management,InvertBetonUygulaması,low,llm_only,,,pending,
P2,DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,language,,mixed,mixed,mixed [evidence_not_grounded_in_context],low,deterministic_llm_agree,,,pending,
P2,DOC000241,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.pdf,language,,unknown,tr,Taban kemerli tip kesit,high,llm_only,,,pending,
P2,DOC000242,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemersiz tip kesit.pdf,language,,unknown,tr,Taban kemersiz tip kesit,high,llm_only,,,pending,
